ARTICULO,NOMBRE_ARTICULO, PRECIO COSTO , precio 4% , Precio Ofrecido sin IVA , PRECIO 20% , PRECIO 30% , PRECIO 40% ,PRECIO 50%,PRECIO 60%,PRECIO 80%,PRECIO 100%,Cost per Drug,Profit Margin 
10010062,ALKA-SELTZER EXTREME EFERV *50 TABLETAS," ₡9,019.51 "," ₡9,380.29 "," ₡10,372.44 "," ₡10,823.41 "," ₡11,725.36 "," ₡12,627.31 "," ₡13,529.27 "," ₡14,431.22 "," ₡16,235.12 "," ₡18,039.02 "," ₡21,195.85 ", (0.81)
10010049,ALLEGRA 120MG *10 TABLETAS," ₡8,730.39 "," ₡9,079.61 "," ₡10,039.95 "," ₡10,476.47 "," ₡11,349.51 "," ₡12,222.55 "," ₡13,095.59 "," ₡13,968.62 "," ₡15,714.70 "," ₡17,460.78 "," ₡20,516.42 ", (0.81)
10010053,ALLEGRA D * 10 TABLETAS," ₡8,642.16 "," ₡8,987.85 "," ₡9,938.48 "," ₡10,370.59 "," ₡11,234.81 "," ₡12,099.02 "," ₡12,963.24 "," ₡13,827.46 "," ₡15,555.89 "," ₡17,284.32 "," ₡20,309.08 ", (0.81)
10040017,ALLEGRA PEDIATRICO SUSP.150 ML.," ₡49,230.39 "," ₡51,199.61 "," ₡56,614.95 "," ₡59,076.47 "," ₡63,999.51 "," ₡68,922.55 "," ₡73,845.59 "," ₡78,768.62 "," ₡88,614.70 "," ₡98,460.78 "," ₡115,691.42 ", (0.81)
10010926,ALTRULINE 100 MG *28," ₡37,470.59 "," ₡38,969.41 "," ₡43,091.18 "," ₡44,964.71 "," ₡48,711.77 "," ₡52,458.83 "," ₡56,205.89 "," ₡59,952.94 "," ₡67,447.06 "," ₡74,941.18 "," ₡88,055.89 ", (0.81)
10010067,ALTRULINE 50MG * 28 TABLETAS," ₡7,225.49 "," ₡7,514.51 "," ₡8,309.31 "," ₡8,670.59 "," ₡9,393.14 "," ₡10,115.69 "," ₡10,838.24 "," ₡11,560.78 "," ₡13,005.88 "," ₡14,450.98 "," ₡16,979.90 ", (0.81)
10010076,AMARYL 2MG *15 TABLETAS," ₡2,774.51 "," ₡2,885.49 "," ₡3,190.69 "," ₡3,329.41 "," ₡3,606.86 "," ₡3,884.31 "," ₡4,161.77 "," ₡4,439.22 "," ₡4,994.12 "," ₡5,549.02 "," ₡6,520.10 ", (0.81)
16030015,AMIKAYECT 500 INYECTABLE," ₡7,022.19 "," ₡7,303.08 "," ₡8,075.52 "," ₡8,426.63 "," ₡9,128.85 "," ₡9,831.07 "," ₡10,533.29 "," ₡11,235.50 "," ₡12,639.94 "," ₡14,044.38 "," ₡16,502.15 ", (0.81)
10011232,AMIODARONA CLORHIDRADO RAVEN 200 MG*30 TABLETAS," ₡6,127.45 "," ₡6,372.55 "," ₡7,046.57 "," ₡7,352.94 "," ₡7,965.69 "," ₡8,578.43 "," ₡9,191.18 "," ₡9,803.92 "," ₡11,029.41 "," ₡12,254.90 "," ₡14,399.51 ", (0.81)
10010077,AMITRIPTILINA LA SANTE 25MG * 30 TABLETAS," ₡5,568.63 "," ₡5,791.38 "," ₡6,403.92 "," ₡6,682.36 "," ₡7,239.22 "," ₡7,796.08 "," ₡8,352.95 "," ₡8,909.81 "," ₡10,023.53 "," ₡11,137.26 "," ₡13,086.28 ", (0.81)
10010072,AMLODIN RAVEN 5MG *30 TABLETAS," ₡8,846.28 "," ₡9,200.13 "," ₡10,173.22 "," ₡10,615.54 "," ₡11,500.16 "," ₡12,384.79 "," ₡13,269.42 "," ₡14,154.05 "," ₡15,923.30 "," ₡17,692.56 "," ₡20,788.76 ", (0.81)
10010080,AMLODIPINO LA SANTE 10MG*30 TABLETAS," ₡1,163.72 "," ₡1,210.27 "," ₡1,338.28 "," ₡1,396.46 "," ₡1,512.84 "," ₡1,629.21 "," ₡1,745.58 "," ₡1,861.95 "," ₡2,094.70 "," ₡2,327.44 "," ₡2,734.74 ", (0.81)
40422279,AMMENS TALCO BABY 125 GRS.," ₡13,568.63 "," ₡14,111.38 "," ₡15,603.92 "," ₡16,282.36 "," ₡17,639.22 "," ₡18,996.08 "," ₡20,352.95 "," ₡21,709.81 "," ₡24,423.53 "," ₡27,137.26 "," ₡31,886.28 ", (0.81)
16010078,AMOXICICILINA+CLAVULANICO CALOX 875MG/125MG*14," ₡1,159.29 "," ₡1,205.66 "," ₡1,333.18 "," ₡1,391.15 "," ₡1,507.08 "," ₡1,623.01 "," ₡1,738.94 "," ₡1,854.86 "," ₡2,086.72 "," ₡2,318.58 "," ₡2,724.33 ", (0.81)
90970168,AMPO #32," ₡6,112.75 "," ₡6,357.26 "," ₡7,029.66 "," ₡7,335.30 "," ₡7,946.58 "," ₡8,557.85 "," ₡9,169.13 "," ₡9,780.40 "," ₡11,002.95 "," ₡12,225.50 "," ₡14,364.96 ", (0.81)
10020021,ANALGES 25 MG SOLUCION ORAL*10 SOBRES," ₡6,112.75 "," ₡6,357.26 "," ₡7,029.66 "," ₡7,335.30 "," ₡7,946.58 "," ₡8,557.85 "," ₡9,169.13 "," ₡9,780.40 "," ₡11,002.95 "," ₡12,225.50 "," ₡14,364.96 ", (0.81)
10020021,ANALGES 25 MG SOLUCION ORAL*10 SOBRES," ₡23,911.76 "," ₡24,868.23 "," ₡27,498.52 "," ₡28,694.11 "," ₡31,085.29 "," ₡33,476.46 "," ₡35,867.64 "," ₡38,258.82 "," ₡43,041.17 "," ₡47,823.52 "," ₡56,192.64 ", (0.81)
10010083,ANALGES 25MG LISAN *50 TABLETAS," ₡4,823.53 "," ₡5,016.47 "," ₡5,547.06 "," ₡5,788.24 "," ₡6,270.59 "," ₡6,752.94 "," ₡7,235.30 "," ₡7,717.65 "," ₡8,682.35 "," ₡9,647.06 "," ₡11,335.30 ", (0.81)
10040197,ANARA JBE 125 ML," ₡1,142.16 "," ₡1,187.85 "," ₡1,313.48 "," ₡1,370.59 "," ₡1,484.81 "," ₡1,599.02 "," ₡1,713.24 "," ₡1,827.46 "," ₡2,055.89 "," ₡2,284.32 "," ₡2,684.08 ", (0.81)
10131936,ANESTESION SOLUCION 5ML.," ₡27,343.14 "," ₡28,436.87 "," ₡31,444.61 "," ₡32,811.77 "," ₡35,546.08 "," ₡38,280.40 "," ₡41,014.71 "," ₡43,749.02 "," ₡49,217.65 "," ₡54,686.28 "," ₡64,256.38 ", (0.81)
10011167,ANFIBOL 5MG *30 TABLETAS," ₡24,431.37 "," ₡25,408.62 "," ₡28,096.08 "," ₡29,317.64 "," ₡31,760.78 "," ₡34,203.92 "," ₡36,647.06 "," ₡39,090.19 "," ₡43,976.47 "," ₡48,862.74 "," ₡57,413.72 ", (0.81)
10010087,ANSAID 100MG *50 TABLETAS," ₡22,651.96 "," ₡23,558.04 "," ₡26,049.75 "," ₡27,182.35 "," ₡29,447.55 "," ₡31,712.74 "," ₡33,977.94 "," ₡36,243.14 "," ₡40,773.53 "," ₡45,303.92 "," ₡53,232.11 ", (0.81)
10010081,ANTIFLUDES *120 CAPSULAS, ₡130.00 , ₡135.20 , ₡149.50 , ₡156.00 , ₡169.00 , ₡182.00 , ₡195.00 , ₡208.00 , ₡234.00 , ₡260.00 , ₡305.50 , (0.81)
90955031,APLICADOR PLASTICO PROSAN BOLSA  X 100 UNIDADES.," ₡11,617.65 "," ₡12,082.36 "," ₡13,360.30 "," ₡13,941.18 "," ₡15,102.95 "," ₡16,264.71 "," ₡17,426.48 "," ₡18,588.24 "," ₡20,911.77 "," ₡23,235.30 "," ₡27,301.48 ", (0.81)
10011696,APO-ESOMEPRAZOL 40 MG * 30 COMPRIMIDOS," ₡5,289.22 "," ₡5,500.79 "," ₡6,082.60 "," ₡6,347.06 "," ₡6,875.99 "," ₡7,404.91 "," ₡7,933.83 "," ₡8,462.75 "," ₡9,520.60 "," ₡10,578.44 "," ₡12,429.67 ", (0.81)
10011771,APO-GABAPENTINA 300 MG X 30 CAPS ," ₡20,063.73 "," ₡20,866.28 "," ₡23,073.29 "," ₡24,076.48 "," ₡26,082.85 "," ₡28,089.22 "," ₡30,095.60 "," ₡32,101.97 "," ₡36,114.71 "," ₡40,127.46 "," ₡47,149.77 ", (0.81)
10010090,APO-NAPRO-NA 550MG *100 TABLETAS," ₡13,186.27 "," ₡13,713.72 "," ₡15,164.21 "," ₡15,823.52 "," ₡17,142.15 "," ₡18,460.78 "," ₡19,779.41 "," ₡21,098.03 "," ₡23,735.29 "," ₡26,372.54 "," ₡30,987.73 ", (0.81)
10011041,APROVASC 150/5MG * 14TABS," ₡15,553.92 "," ₡16,176.08 "," ₡17,887.01 "," ₡18,664.70 "," ₡20,220.10 "," ₡21,775.49 "," ₡23,330.88 "," ₡24,886.27 "," ₡27,997.06 "," ₡31,107.84 "," ₡36,551.71 ", (0.81)
10011014,APROVASC 300/5MG * 14TABS," ₡13,357.84 "," ₡13,892.15 "," ₡15,361.52 "," ₡16,029.41 "," ₡17,365.19 "," ₡18,700.98 "," ₡20,036.76 "," ₡21,372.54 "," ₡24,044.11 "," ₡26,715.68 "," ₡31,390.92 ", (0.81)
10010094,APROVEL 150MG *14 TABLETAS," ₡14,191.18 "," ₡14,758.83 "," ₡16,319.86 "," ₡17,029.42 "," ₡18,448.53 "," ₡19,867.65 "," ₡21,286.77 "," ₡22,705.89 "," ₡25,544.12 "," ₡28,382.36 "," ₡33,349.27 ", (0.81)
10010093,APROVEL 300MG * 14 TABLETAS," ₡19,924.78 "," ₡20,721.77 "," ₡22,913.50 "," ₡23,909.74 "," ₡25,902.21 "," ₡27,894.69 "," ₡29,887.17 "," ₡31,879.65 "," ₡35,864.60 "," ₡39,849.56 "," ₡46,823.23 ", (0.81)
40410675,AQUAPRIM 3% CREMA 30 GRAMOS," ₡5,504.90 "," ₡5,725.10 "," ₡6,330.64 "," ₡6,605.88 "," ₡7,156.37 "," ₡7,706.86 "," ₡8,257.35 "," ₡8,807.84 "," ₡9,908.82 "," ₡11,009.80 "," ₡12,936.52 ", (0.81)
10010097,AQUAVIT -E 400 * 30 CAPSULAS," ₡5,240.20 "," ₡5,449.81 "," ₡6,026.23 "," ₡6,288.24 "," ₡6,812.26 "," ₡7,336.28 "," ₡7,860.30 "," ₡8,384.32 "," ₡9,432.36 "," ₡10,480.40 "," ₡12,314.47 ", (0.81)
10010098,ARCEDOL  *30 TABLETAS," ₡16,377.45 "," ₡17,032.55 "," ₡18,834.07 "," ₡19,652.94 "," ₡21,290.69 "," ₡22,928.43 "," ₡24,566.18 "," ₡26,203.92 "," ₡29,479.41 "," ₡32,754.90 "," ₡38,487.01 ", (0.81)
10010927,ARCOXIA 60MG *14 TABLETAS," ₡2,696.08 "," ₡2,803.92 "," ₡3,100.49 "," ₡3,235.30 "," ₡3,504.90 "," ₡3,774.51 "," ₡4,044.12 "," ₡4,313.73 "," ₡4,852.94 "," ₡5,392.16 "," ₡6,335.79 ", (0.81)
10040025,ARDINE JARABE 120 ML.," ₡2,696.08 "," ₡2,803.92 "," ₡3,100.49 "," ₡3,235.30 "," ₡3,504.90 "," ₡3,774.51 "," ₡4,044.12 "," ₡4,313.73 "," ₡4,852.94 "," ₡5,392.16 "," ₡6,335.79 ", (0.81)
10040025,ARDINE JARABE 120 ML.," ₡4,398.23 "," ₡4,574.16 "," ₡5,057.96 "," ₡5,277.88 "," ₡5,717.70 "," ₡6,157.52 "," ₡6,597.35 "," ₡7,037.17 "," ₡7,916.81 "," ₡8,796.46 "," ₡10,335.84 ", (0.81)
60010651,ARTRIFEN  60 CAPS ALFA VITAMINS," ₡8,299.02 "," ₡8,630.98 "," ₡9,543.87 "," ₡9,958.82 "," ₡10,788.73 "," ₡11,618.63 "," ₡12,448.53 "," ₡13,278.43 "," ₡14,938.24 "," ₡16,598.04 "," ₡19,502.70 ", (0.81)
60010029,ARTRIFIN TOTAL *60 CAPSULAS," ₡2,336.28 "," ₡2,429.73 "," ₡2,686.72 "," ₡2,803.54 "," ₡3,037.16 "," ₡3,270.79 "," ₡3,504.42 "," ₡3,738.05 "," ₡4,205.30 "," ₡4,672.56 "," ₡5,490.26 ", (0.81)
40428086,ASEPXIA MAQUILLAJE LIQUIDO CLARO NF 30 ML," ₡5,539.22 "," ₡5,760.79 "," ₡6,370.10 "," ₡6,647.06 "," ₡7,200.99 "," ₡7,754.91 "," ₡8,308.83 "," ₡8,862.75 "," ₡9,970.60 "," ₡11,078.44 "," ₡13,017.17 ", (0.81)
10011298,ASPIRINA ADVANCE  500MG*100 TABLETAS," ₡1,504.90 "," ₡1,565.10 "," ₡1,730.64 "," ₡1,805.88 "," ₡1,956.37 "," ₡2,106.86 "," ₡2,257.35 "," ₡2,407.84 "," ₡2,708.82 "," ₡3,009.80 "," ₡3,536.52 ", (0.81)
10010108,ASPIRINA FORTE * 20 TABLETAS," ₡1,338.24 "," ₡1,391.77 "," ₡1,538.98 "," ₡1,605.89 "," ₡1,739.71 "," ₡1,873.54 "," ₡2,007.36 "," ₡2,141.18 "," ₡2,408.83 "," ₡2,676.48 "," ₡3,144.86 ", (0.81)
10010104,ASPIRINA INF  * 20 TABLETAS," ₡5,764.71 "," ₡5,995.30 "," ₡6,629.42 "," ₡6,917.65 "," ₡7,494.12 "," ₡8,070.59 "," ₡8,647.07 "," ₡9,223.54 "," ₡10,376.48 "," ₡11,529.42 "," ₡13,547.07 ", (0.81)
10010849,ASPIRINA NIÑO TABLETAS 100," ₡17,093.14 "," ₡17,776.87 "," ₡19,657.11 "," ₡20,511.77 "," ₡22,221.08 "," ₡23,930.40 "," ₡25,639.71 "," ₡27,349.02 "," ₡30,767.65 "," ₡34,186.28 "," ₡40,168.88 ", (0.81)
10010101,ASTEFOR 750MG * 5 TABLETAS," ₡12,348.04 "," ₡12,841.96 "," ₡14,200.25 "," ₡14,817.65 "," ₡16,052.45 "," ₡17,287.26 "," ₡18,522.06 "," ₡19,756.86 "," ₡22,226.47 "," ₡24,696.08 "," ₡29,017.89 ", (0.81)
10010118,ATACAND PLUS 16/12.5MG.*14 TABLETAS," ₡12,058.82 "," ₡12,541.17 "," ₡13,867.64 "," ₡14,470.58 "," ₡15,676.47 "," ₡16,882.35 "," ₡18,088.23 "," ₡19,294.11 "," ₡21,705.88 "," ₡24,117.64 "," ₡28,338.23 ", (0.81)
10010111,ATACAND PLUS 32/12.5 *14 COMPRIMIDOS," ₡12,284.31 "," ₡12,775.68 "," ₡14,126.96 "," ₡14,741.17 "," ₡15,969.60 "," ₡17,198.03 "," ₡18,426.47 "," ₡19,654.90 "," ₡22,111.76 "," ₡24,568.62 "," ₡28,868.13 ", (0.81)
10011243,ATACAND PLUS 32/25MG X 14 TAB.," ₡13,303.92 "," ₡13,836.08 "," ₡15,299.51 "," ₡15,964.70 "," ₡17,295.10 "," ₡18,625.49 "," ₡19,955.88 "," ₡21,286.27 "," ₡23,947.06 "," ₡26,607.84 "," ₡31,264.21 ", (0.81)
10011730,ATROLIP PLUS 10MG/10MG* 28 TABLETAS," ₡21,647.06 "," ₡22,512.94 "," ₡24,894.12 "," ₡25,976.47 "," ₡28,141.18 "," ₡30,305.88 "," ₡32,470.59 "," ₡34,635.30 "," ₡38,964.71 "," ₡43,294.12 "," ₡50,870.59 ", (0.81)
16040004,AUGMENTIN ES 600 MG SUSPENSION X 100 ML," ₡47,254.90 "," ₡49,145.10 "," ₡54,343.14 "," ₡56,705.88 "," ₡61,431.37 "," ₡66,156.86 "," ₡70,882.35 "," ₡75,607.84 "," ₡85,058.82 "," ₡94,509.80 "," ₡111,049.02 ", (0.81)
10010121,AVAMIGRAN *200 TABLETAS," ₡7,455.75 "," ₡7,753.98 "," ₡8,574.11 "," ₡8,946.90 "," ₡9,692.48 "," ₡10,438.05 "," ₡11,183.63 "," ₡11,929.20 "," ₡13,420.35 "," ₡14,911.50 "," ₡17,521.01 ", (0.81)
40420276,AVENA LECHE CORPORAL 200ML," ₡15,606.19 "," ₡16,230.44 "," ₡17,947.12 "," ₡18,727.43 "," ₡20,288.05 "," ₡21,848.67 "," ₡23,409.29 "," ₡24,969.90 "," ₡28,091.14 "," ₡31,212.38 "," ₡36,674.55 ", (0.81)
40410858,AVENE CREMA PIELES INTOLERANTES 50ML," ₡7,431.37 "," ₡7,728.62 "," ₡8,546.08 "," ₡8,917.64 "," ₡9,660.78 "," ₡10,403.92 "," ₡11,147.06 "," ₡11,890.19 "," ₡13,376.47 "," ₡14,862.74 "," ₡17,463.72 ", (0.81)
16030003,AXTAR 0.5 GRS.OFERTA 2+1," ₡11,362.75 "," ₡11,817.26 "," ₡13,067.16 "," ₡13,635.30 "," ₡14,771.58 "," ₡15,907.85 "," ₡17,044.13 "," ₡18,180.40 "," ₡20,452.95 "," ₡22,725.50 "," ₡26,702.46 ", (0.81)
16030002,AXTAR 1 GR.OFERTA," ₡2,970.59 "," ₡3,089.41 "," ₡3,416.18 "," ₡3,564.71 "," ₡3,861.77 "," ₡4,158.83 "," ₡4,455.89 "," ₡4,752.94 "," ₡5,347.06 "," ₡5,941.18 "," ₡6,980.89 ", (0.81)
16040033,AZITROMICINA GENFAR SUSP.," ₡3,199.61 "," ₡3,327.59 "," ₡3,679.55 "," ₡3,839.53 "," ₡4,159.49 "," ₡4,479.45 "," ₡4,799.42 "," ₡5,119.38 "," ₡5,759.30 "," ₡6,399.22 "," ₡7,519.08 ", (0.81)
16040007,AZITROMICINA LA SANTE 200MG/5 ML.," ₡3,926.47 "," ₡4,083.53 "," ₡4,515.44 "," ₡4,711.76 "," ₡5,104.41 "," ₡5,497.06 "," ₡5,889.71 "," ₡6,282.35 "," ₡7,067.65 "," ₡7,852.94 "," ₡9,227.20 ", (0.81)
10131943,AZULEX SPRAY 30 ML.," ₡18,769.61 "," ₡19,520.39 "," ₡21,585.05 "," ₡22,523.53 "," ₡24,400.49 "," ₡26,277.45 "," ₡28,154.42 "," ₡30,031.38 "," ₡33,785.30 "," ₡37,539.22 "," ₡44,108.58 ", (0.81)
60010258,BACALAO PERLAS SHI *40 BOLSITAS *25 CÁPSULAS," ₡3,014.71 "," ₡3,135.30 "," ₡3,466.92 "," ₡3,617.65 "," ₡3,919.12 "," ₡4,220.59 "," ₡4,522.07 "," ₡4,823.54 "," ₡5,426.48 "," ₡6,029.42 "," ₡7,084.57 ", (0.81)
10040283,BACAOLIVER EMULSION 240ML 3147," ₡23,140.00 "," ₡24,065.60 "," ₡26,611.00 "," ₡27,768.00 "," ₡30,082.00 "," ₡32,396.00 "," ₡34,710.00 "," ₡37,024.00 "," ₡41,652.00 "," ₡46,280.00 "," ₡54,379.00 ", (0.81)
10033170,"BADYKET 3500 UI 2 JER,PRE,"," ₡2,411.50 "," ₡2,507.96 "," ₡2,773.23 "," ₡2,893.80 "," ₡3,134.95 "," ₡3,376.10 "," ₡3,617.25 "," ₡3,858.40 "," ₡4,340.70 "," ₡4,823.00 "," ₡5,667.03 ", (0.81)
90955383,BANDAS DE HULE #18  (LIGAS ) Karyma," ₡12,695.00 "," ₡13,202.80 "," ₡14,599.25 "," ₡15,234.00 "," ₡16,503.50 "," ₡17,773.00 "," ₡19,042.50 "," ₡20,312.00 "," ₡22,851.00 "," ₡25,390.00 "," ₡29,833.25 ", (0.81)
50521639,BANDEJA AZAFATE DE ACERO INOXIDABLE.," ₡12,486.73 "," ₡12,986.20 "," ₡14,359.74 "," ₡14,984.08 "," ₡16,232.75 "," ₡17,481.42 "," ₡18,730.10 "," ₡19,978.77 "," ₡22,476.11 "," ₡24,973.46 "," ₡29,343.82 ", (0.81)
90970330,BATERIA CDP P/UPS 12V 7.0 AH#LSB12-7, ₡893.81 , ₡929.56 ," ₡1,027.88 "," ₡1,072.57 "," ₡1,161.95 "," ₡1,251.33 "," ₡1,340.72 "," ₡1,430.10 "," ₡1,608.86 "," ₡1,787.62 "," ₡2,100.45 ", (0.81)
60130005,BAY RUM LA COFA 120 ML.," ₡6,509.80 "," ₡6,770.19 "," ₡7,486.27 "," ₡7,811.76 "," ₡8,462.74 "," ₡9,113.72 "," ₡9,764.70 "," ₡10,415.68 "," ₡11,717.64 "," ₡13,019.60 "," ₡15,298.03 ", (0.81)
10010125,BAYTALCID *60 TABLETAS," ₡1,615.04 "," ₡1,679.64 "," ₡1,857.30 "," ₡1,938.05 "," ₡2,099.55 "," ₡2,261.06 "," ₡2,422.56 "," ₡2,584.06 "," ₡2,907.07 "," ₡3,230.08 "," ₡3,795.34 ", (0.81)
80810231,BEBIDA ISOTONICA FRUIT PUNCH 260G," ₡10,588.24 "," ₡11,011.77 "," ₡12,176.48 "," ₡12,705.89 "," ₡13,764.71 "," ₡14,823.54 "," ₡15,882.36 "," ₡16,941.18 "," ₡19,058.83 "," ₡21,176.48 "," ₡24,882.36 ", (0.81)
14010003,BELARA *21 TAB.," ₡8,416.67 "," ₡8,753.34 "," ₡9,679.17 "," ₡10,100.00 "," ₡10,941.67 "," ₡11,783.34 "," ₡12,625.01 "," ₡13,466.67 "," ₡15,150.01 "," ₡16,833.34 "," ₡19,779.17 ", (0.81)
14010004,BELLAFACE 2MG/0.03 MG*21," ₡3,323.53 "," ₡3,456.47 "," ₡3,822.06 "," ₡3,988.24 "," ₡4,320.59 "," ₡4,652.94 "," ₡4,985.30 "," ₡5,317.65 "," ₡5,982.35 "," ₡6,647.06 "," ₡7,810.30 ", (0.81)
10010138,BENADRYL 25MG*24 TABLETAS," ₡26,504.90 "," ₡27,565.10 "," ₡30,480.64 "," ₡31,805.88 "," ₡34,456.37 "," ₡37,106.86 "," ₡39,757.35 "," ₡42,407.84 "," ₡47,708.82 "," ₡53,009.80 "," ₡62,286.52 ", (0.81)
10011974,BENICAR 20MG X 28 COMP," ₡13,254.90 "," ₡13,785.10 "," ₡15,243.14 "," ₡15,905.88 "," ₡17,231.37 "," ₡18,556.86 "," ₡19,882.35 "," ₡21,207.84 "," ₡23,858.82 "," ₡26,509.80 "," ₡31,149.02 ", (0.81)
10010133,BENICAR 20MG*14 TABLETAS," ₡13,254.90 "," ₡13,785.10 "," ₡15,243.14 "," ₡15,905.88 "," ₡17,231.37 "," ₡18,556.86 "," ₡19,882.35 "," ₡21,207.84 "," ₡23,858.82 "," ₡26,509.80 "," ₡31,149.02 ", (0.81)
10010133,BENICAR 20MG*14 TABLETAS," ₡13,254.90 "," ₡13,785.10 "," ₡15,243.14 "," ₡15,905.88 "," ₡17,231.37 "," ₡18,556.86 "," ₡19,882.35 "," ₡21,207.84 "," ₡23,858.82 "," ₡26,509.80 "," ₡31,149.02 ", (0.81)
10010133,BENICAR 20MG*14 TABLETAS," ₡13,254.90 "," ₡13,785.10 "," ₡15,243.14 "," ₡15,905.88 "," ₡17,231.37 "," ₡18,556.86 "," ₡19,882.35 "," ₡21,207.84 "," ₡23,858.82 "," ₡26,509.80 "," ₡31,149.02 ", (0.81)
10010132,BENICAR 40 MG*14 TABLETAS," ₡13,254.90 "," ₡13,785.10 "," ₡15,243.14 "," ₡15,905.88 "," ₡17,231.37 "," ₡18,556.86 "," ₡19,882.35 "," ₡21,207.84 "," ₡23,858.82 "," ₡26,509.80 "," ₡31,149.02 ", (0.81)
10010132,BENICAR 40 MG*14 TABLETAS," ₡14,647.06 "," ₡15,232.94 "," ₡16,844.12 "," ₡17,576.47 "," ₡19,041.18 "," ₡20,505.88 "," ₡21,970.59 "," ₡23,435.30 "," ₡26,364.71 "," ₡29,294.12 "," ₡34,420.59 ", (0.81)
10010135,BENICAR AMLO 20MG/5MG *14 TABLETAS," ₡14,647.06 "," ₡15,232.94 "," ₡16,844.12 "," ₡17,576.47 "," ₡19,041.18 "," ₡20,505.88 "," ₡21,970.59 "," ₡23,435.30 "," ₡26,364.71 "," ₡29,294.12 "," ₡34,420.59 ", (0.81)
10010135,BENICAR AMLO 20MG/5MG *14 TABLETAS," ₡14,647.06 "," ₡15,232.94 "," ₡16,844.12 "," ₡17,576.47 "," ₡19,041.18 "," ₡20,505.88 "," ₡21,970.59 "," ₡23,435.30 "," ₡26,364.71 "," ₡29,294.12 "," ₡34,420.59 ", (0.81)
10010131,BENICAR AMLO 40MG/10MG*14 TABLETAS," ₡14,647.06 "," ₡15,232.94 "," ₡16,844.12 "," ₡17,576.47 "," ₡19,041.18 "," ₡20,505.88 "," ₡21,970.59 "," ₡23,435.30 "," ₡26,364.71 "," ₡29,294.12 "," ₡34,420.59 ", (0.81)
10010131,BENICAR AMLO 40MG/10MG*14 TABLETAS," ₡14,647.06 "," ₡15,232.94 "," ₡16,844.12 "," ₡17,576.47 "," ₡19,041.18 "," ₡20,505.88 "," ₡21,970.59 "," ₡23,435.30 "," ₡26,364.71 "," ₡29,294.12 "," ₡34,420.59 ", (0.81)
10010134,BENICAR AMLO 40MG/5MG *14 TABLETAS," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010129,BENICAR HCT 20 MG/12.5MG * 14 CAP," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010129,BENICAR HCT 20 MG/12.5MG * 14 CAP," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010128,BENICAR HCT 40 MG/12.5MG * 14 TABLETAS," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010128,BENICAR HCT 40 MG/12.5MG * 14 TABLETAS," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010128,BENICAR HCT 40 MG/12.5MG * 14 TABLETAS," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010127,BENICAR HCT 40MG/25MG *14 TABLETAS," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010127,BENICAR HCT 40MG/25MG *14 TABLETAS," ₡14,651.96 "," ₡15,238.04 "," ₡16,849.75 "," ₡17,582.35 "," ₡19,047.55 "," ₡20,512.74 "," ₡21,977.94 "," ₡23,443.14 "," ₡26,373.53 "," ₡29,303.92 "," ₡34,432.11 ", (0.81)
10010127,BENICAR HCT 40MG/25MG *14 TABLETAS, ₡331.86 , ₡345.13 , ₡381.64 , ₡398.23 , ₡431.42 , ₡464.60 , ₡497.79 , ₡530.98 , ₡597.35 , ₡663.72 , ₡779.87 , (0.81)
70720004,BENZOATO DE SODIO 50 GRS., ₡331.86 , ₡345.13 , ₡381.64 , ₡398.23 , ₡431.42 , ₡464.60 , ₡497.79 , ₡530.98 , ₡597.35 , ₡663.72 , ₡779.87 , (0.81)
